MEDIUM,FABRIC,TECHNIQUE,FORM,SUB-FORM,START_DATE,END_DATE,PAINTER,POTTER,SUBJECT_ADDITIONAL,LOCATION_COUNTRY,LOCATION_CITY,COLLECTION_NAME,COLLECTION_ID,PROVENIENCE,TRENDALL_ID,IMAGE_SERIES,SCENE_TYPE_A,MUSICAL_SCENE_TYPE_A,TRENDALL_DESCRIPTION_A,SIDE_A_DETAILS,SIDE_A_INSTRUMENTS_AND_NUMBERS,SIDE_A_PERFORMERS,SIDE_A_PERFORMER_LOCATION,SIDE_A_PERFORMER_ACTION,SIDE_A_NUMBER_OF_FIGURES,SIDE_A_COMPOSITION,SCENE_TYPE_B,MUSICAL_SCENE_TYPE_B,TRENDALL_DESCRIPTION_B,SIDE_B_DETAILS,SIDE_B_INSTRUMENTS_AND_NUMBERS,SIDE_B_PERFORMERS,SIDE_B_PERFORMER_LOCATION,SIDE_B_PERFORMER_ACTION,SIDE_B_NUMBER_OF_FIGURES,SIDE_B_COMPOSITION,IMAGE_IDS,NOTES,PUBLICATION,CATEGORY_1,CATEGORY_2,,,,,,
,Apulian,,Lekythos,,340,320,Darius Painter,,,,Geneva,Musée d'Art et d'Histoire,HR 134,,18.70a,10094-99,"MYTHOLOGICAL, NUPTIAL","MYTHOLOGICAL(KI), NUPTIAL(KI), MYTHOLOGICAL(XYL), NUPTIAL(XYL)","“Body above: two Trojan warriors, draped woman (Hecuba?), Apollo seated on throne, playing the cithara, beaded king (Priam?) rising from his throne, youth putting incense on thymiaterion, Eros with iynx, seated Aphrodite, with woman behind her holding two spindles, tripod on Corinthian column; below: woman bending forward with alabastron, fawn, seated woman with parasol, white-haired nurse with box, Paris with Helen by quadriga with Eros above, woman by laver” - the decoration is continuous around the vessel; at the far L, underneath the fawn, there is a _ horizontal xylophone, with 12 crossbars with dots in the centre and finials at the ends of the arms; Apollo, a torso-nude youth seated R on a throne with footrest, has long hair and is playing a concert kithara, with defined crossbar in added white (number of strings not visible), L hand behind strings and R at pegs; the eros in the upper frieze has an iynx on a string, holding each end in one hand","“Body above: two Trojan warriors, draped woman (Hecuba?), Apollo seated on throne, playing the cithara, beaded king (Priam?) rising from his throne, youth putting incense on thymiaterion, Eros with iynx, seated Aphrodite, with woman behind her holding two spindles, tripod on Corinthian column; below: woman bending forward with alabastron, fawn, seated woman with parasol, white-haired nurse with box, Paris with Helen by quadriga with Eros above, woman by laver” - the decoration is continuous around the vessel; at the far L, underneath the fawn, there is a _ horizontal xylophone, with 12 crossbars with dots in the centre and finials at the ends of the arms; Apollo, a torso-nude youth seated R on a throne with footrest, has long hair and is playing a concert kithara, with defined crossbar in added white (number of strings not visible), L hand behind strings and R at pegs; the eros in the upper frieze has an iynx on a string, holding each end in one hand","1_(KI),1_(XYL)","M(KI),N/A(XYL)","UPC(KI),DOWNL(XYL)","SEATED(KI),N/A(XYL)","8_F,6_M,2_E,5_A",2_ROWS,,,"“Shoulder: Aphrodite seated upon a flower in an elaborate floral setting, at each end of which is an Eros.”","“Shoulder: Aphrodite seated upon a flower in an elaborate floral setting, at each end of which is an Eros.”",,,,,"1_F,1_E",,"IMAG10094.jpg, IMAG10095.jpg, IMAG10096.jpg, IMAG10097.jpg, IMAG10098.jpg, IMAG10099.jpg",,,MTH,,Who knows?,,,,,
,Apulian,,Oinochoe,Shape 8,340,320,Darius Painter,,,,Foggia,Museo Civico,132734,Arpi,18.71,10100-01,"MYTHOLOGICAL, NUPTIAL (?)","MYTHOLOGICAL(SA), NUPTIAL (?)(SA)","“Above: Eos (with nimbus) driving biga, seated youth with spear, seated female figure with spear and shield, youth with trumpet, seated figure, youth with phiale and two spears beside a horse; below: fountain-house, warrior with shield and spear, male and female figures, the latter with a cross-bar torch, in a panther-drawn chariot (the heads of both figures are missing), draped female figure with sceptre holding out a small, naked child towards the chariot, warrior with cross-bar torch and shield, seated figure on rock, nude youth (both with the upper portion lost)” - in the upper frieze, next to the second figure (a seated  youth with cuirass, tunic flowing underneath, and spears) looking at Eos, there are the feet of a standing figure; then some loss, and a figure (male, not female as ID'd by Trendall) with a dotted skirt, cross-body straps, and a cummerbund-like cuirass sits with a shield and a couple of spears, next to whom a youth with short hair, wreath, drapery fluttering over L arm, holding a pilos helmet and sheathed dagger, blows into an upraised salpinx to the L (long and straight with slightly-flared bell at end); this figure aligns  with the lower frieze between the woman with child and the subsequent 'amazon' figure (with Greek-style helmet on back of head)","“Above: Eos (with nimbus) driving biga, seated youth with spear, seated female figure with spear and shield, youth with trumpet, seated figure, youth with phiale and two spears beside a horse; below: fountain-house, warrior with shield and spear, male and female figures, the latter with a cross-bar torch, in a panther-drawn chariot (the heads of both figures are missing), draped female figure with sceptre holding out a small, naked child towards the chariot, warrior with cross-bar torch and shield, seated figure on rock, nude youth (both with the upper portion lost)” - in the upper frieze, next to the second figure (a seated  youth with cuirass, tunic flowing underneath, and spears) looking at Eos, there are the feet of a standing figure; then some loss, and a figure (male, not female as ID'd by Trendall) with a dotted skirt, cross-body straps, and a cummerbund-like cuirass sits with a shield and a couple of spears, next to whom a youth with short hair, wreath, drapery fluttering over L arm, holding a pilos helmet and sheathed dagger, blows into an upraised salpinx to the L (long and straight with slightly-flared bell at end); this figure aligns  with the lower frieze between the woman with child and the subsequent 'amazon' figure (with Greek-style helmet on back of head)",1_(SA),M(SA),UPC(SA),LEANING(SA),"4_F,9_M,1_C,4_A",2_ROWS,,,,,,,,,,,"IMAG10100.jpg, IMAG10101.jpg",,,MTH,,,,,,,
,Apulian,,Dinos,with Stand,340,320,Manner of the Darius Painter,,,,Taranto,MARTA,8925-6,,18.106,,"ATTENDANT, DANCING","ATTENDANT(TYM), DANCING(TYM), DANCING(PAN)","Continuous frieze: “Seated Apollo with lyre, female mask hanging from grape-vine, woman at laver, Pan, capering satyr, woman, seated youth, woman with cista, Eros beside a thymiaterion” - some elaboration – Pan, seated L with a bit of drapery, turns his torso R towards the dancing satyr (clapping hands over head) and blows into his syrinx, a lagobolon beneath him; to the R of the dancing satyr, a woman moves R with a thyrsos (?) and, in front of her, a tambourine hangs; to the left of the syrinx-playing Pan, a woman leans R on a laver, wearing an animal-skin corset and facing R, holding a mall bird and an upraised tambourine, to her L a fawn runs L under a female mask towards Apollo, a torso-nude, long-haired youth seated on a stool facing R with a large concert kithara, in added white, on his lap (including wrist strap); his L hand is behind the 8-ish strings, his R by his side (possibly with plektron?)","Continuous frieze: “Seated Apollo with lyre, female mask hanging from grape-vine, woman at laver, Pan, capering satyr, woman, seated youth, woman with cista, Eros beside a thymiaterion” - some elaboration – Pan, seated L with a bit of drapery, turns his torso R towards the dancing satyr (clapping hands over head) and blows into his syrinx, a lagobolon beneath him; to the R of the dancing satyr, a woman moves R with a thyrsos (?) and, in front of her, a tambourine hangs; to the left of the syrinx-playing Pan, a woman leans R on a laver, wearing an animal-skin corset and facing R, holding a small bird and an upraised tambourine, to her L a fawn runs L under a female mask towards Apollo, a torso-nude, long-haired youth seated on a stool facing R with a large concert kithara, in added white, on his lap (including wrist strap); his L hand is behind the 8-ish strings, his R by his side (possibly with plektron?)","1_(TYM),1_(PAN)","F(TYM),P(PAN)","MIDR(TYM),MIDR(PAN)","LEANING(TYM),DANCING(PAN)",,,,,,,,,,,,,,,,MTH,DIO,,,,,,
,Apulian,,Krater,Calyx,340,320,Manner of the Darius Painter,,,,Brussels,Musées Royaux d'Art et d'Histoire,R 227,,18.108,,MYTHOLOGICAL,"MYTHOLOGICAL(KI), MYTHOLOGICAL(AU)",The flaying of Marsyas by Apollo,"“Apollo and Marsyas” - in the lower portion, four figures, L-R – a torso-nude male with stick, seated R, with beard and scraggly hair, then a youth with long, patterned dress and cloak walks R with a dagger, a concert kithara sits on the ground below with seven strings in front of him, then a bearded satyr, tied to a tree, faces L, an aulos-pouch with a short sash hanging from one of its branches, then a woman with mantle leans R on a rock, hair down, and looks L; above, a small eros flies R with a stick and four sashes, a woman sits L, looks down and R, with mirror and sash (phorbeia?), and in the far R, on the other side of the tree, aegipan sits with an alabastron and phiale","1_(KI),1_(AU)","N/A(KI),N/A(AU)","DOWNC(KI),DOWNR(AU)","N/A(KI),N/A(AU)","2_F,2_M,1_S,1_E,1_P",2 ROWS,ATTENDANT (DIONYSIAC),,“Dionysos seated between maenad with torch and satyr with situla (much repainted).”,“Dionysos seated between maenad with torch and satyr with situla (much repainted).”,,,,,"1_F,1_M,1_S",SINGLE,,,,MTH,,,,,,,
,Apulian,,Krater,Calyx,340,320,Manner of the Darius Painter,,,,Vatican,Museo Gregoriano Etrusco,AA 1 (17200),,18.113,,"MYTHOLOGICAL, COURTSHIP","MYTHOLOGICAL(XYL),COURTSHIP(XYL)",Europa and the bull,"“Europa and the bull” - in the upper L, a bearded, torso-nude male sits L, looks R, with phiale and stick, lower L an old, white-haired woman walks L, looks R, as a woman with long hair and drapery over arms runs R towards a bull, standing facing L, above an eros flies R with a mirror and a xylophone held by the arm (c. 12 crossbars, finials on arms), and in the upper R a woman sits R, looks L, with a mirror and open box",1_(XYL),E(XYL),UPC(XYL),FLYING(XYL),"3_F,1_M,1_E,1_A",2 ROWS,RELIGIOUS (DIONYSIAC),RELIGIOUS (DIONYSIAC)(TYM),youth and woman holding a tympanon and thyrsos at an altar,"“youth and woman at altar” - the youth has a thyrsos and a phiale, the woman has a giant, upraised tympanon and a thyrsos",1_(TYM),F(TYM),R(TYM),STANDING(TYM),"1_F,1_M",SINGLE,,,,MTH,DIO,,,,,,
,Apulian,,Krater,Bell,340,320,Manner of the Darius Painter,,,,St. Petersburg,Hermitage Museum,551 (St. 1427),,18.115,,"MYTHOLOGICAL, NUPTIAL, DIONYSIAC","MYTHOLOGICAL(TYM), NUPTIAL(TYM), DIONYSIAC(TYM), MYTHOLOGICAL(XYL), NUPTIAL(XYL), DIONYSIAC(XYL)","“Dionysos and Ariadne in stag-drawn chariot beneath a grape-vine, preceded by maenad with tambourine and  thyrsus, and followed by satyr with torch and thyrsus; above: seated Eros with branch and iynx, Eros with 'xylophone' and rosette-chain flying towards the grape-vine”","“Dionysos and Ariadne in stag-drawn chariot beneath a grape-vine, preceded by maenad with tambourine and  thyrsus, and followed by satyr with torch and thyrsus; above: seated Eros with branch and iynx, Eros with 'xylophone' and rosette-chain flying towards the grape-vine” - the maenad with tambourine has an animal-skin corset, and the xylophone carried by the eros above has 14 crossbars (undifferentiated) and plain arms; the stags are spotted.","1_(TYM),1_(XYL)","F(TYM),E(XYL)","DOWNR(TYM),UPR(XYL)","MOVING(TYM),FLYING(XYL)","2_F,1_M,1_S,2_E,2_A",2 ROWS,COURTSHIP (DIONYSIAC),,"“Maenad with cista and thyrsus seated between half-draped youth, with thyrsus and wreath, and nude youth with fillet and thyrsus, l. arm enveloped in drapery”","“Maenad with cista and thyrsus seated between half-draped youth, with thyrsus and wreath, and nude youth with fillet and thyrsus, l. arm enveloped in drapery”",,,,,"1_F,2_M",SINGLE,,,,MTH,DIO,,,,,,
,Apulian,,Nestoris,Type 2,340,320,Connected to the Painter of the Copenhagen Dancer,,,,Naples,Private Collection (Grimaldi),352,,18.137,0050-55,"NUPTIAL, ATTENDANT, MYTHOLOGICAL","NUPTIAL(KI), NUPTIAL(TYM), ATTENDANT(TYM), MYTHOLOGICAL(TYM)","above, Aphrodite leads Helen towards Paris; below: 2 youths and 2 women","Upper frieze: wedding scene (mythological?); lower frieze: two women, seated, approached by a youth each","2_(TYM),1_(KI)","F(TYM),N/A(KI),N/A(TYM)","UPL(TYM),UPR(KI),DOWNL(TYM)","STANDING(TYM),N/A(KI),N/A(TYM)","6_F,3_M,1_E,1_A",2 FRIEZES,"ATTENDANT, COURTSHIP","ATTENDANT(TYM), COURTSHIP(TYM)","above, two youths in short tunics and two women; below, a seated woman with youth and Eros attendants","Upper frieze: two women attending two youths wearing Italic tunics; Lower frieze: youth and eros approaching seated woman holding mirror, phiale, and tympanon",1_(TYM),F(TYM),DOWNC(TYM),SEATED(TYM),"3_F,3_M,1_E",2 FRIEZES,"IMAG0050.jpg, IMAG0051.jpg, IMAG0052.jpg, IMAG0053.jpg, IMAG0054.jpg, IMAG0055.jpg",,,MTH,ECA,,,,,,
,Apulian,,Situla,Type 2,340,320,Group of New York 28.57.10,,,,Genoa,Museo Civico,1177,,18.188,0128-29,MYTHOLOGICAL,MYTHOLOGICAL(PAN),"Herakles donning winged sandals in front of Hebe (?) with Aphrodite and eros, Athena, Pan, and Hermes","Herakles seated on lion skin putting on winged sandals, woman and satyr holding pan pipes to left, eros and draped woman holding wreath and phiale with bird and iynx to upper left, Athena to upper right, Hermes to right",1_(PAN),S(PAN),DOWNL(PAN),STANDING(PAN),"3_F,2_M,1_E,1_S,1_A",RADIAL,ATTENDANT (DIONYSIAC),,youth (Dionysos?) with female and male attendants,"youth seated with phiale and stick, two women above and to right with thyrsoi and box or wreath, woman with situla and lekythos approaching from left, youth with wreath and stick in upper left",,,,,"3_F,2_M",RADIAL,"IMAG0128.jpg, IMAG0129.jpg",,,MTH,FUN,,,,,,
,Apulian,,Amphora,,340,320,Perrone Painter,,,,Bari,Private Collection (Perrone),14,,18.225,0163-69,FUNERARY_CTHOLOGICAL,FUNERARY_CTHOLOGICAL(KI),"upper frieze: bearded Hades enthroned in centre, approached by Orpheus from right, Nike flying above thymiaterion between figures, seated amazons/Persian warriors to left and right; sea creature frieze; lower frieze: central stele attended by women with boxes, phialai, wreaths, grapes","upper frieze: bearded Hades enthroned in centre, approached by Orpheus from right, Nike flying above thymiaterion between figures, seated amazons/Persian warriors to left and right; sea creature frieze; lower frieze: central stele attended by women with boxes, phialai, wreaths, grapes",1_(KI),M(KI),UPC(KI),MOVING(KI),"7_F,5_M,1_N",2 FRIEZES,"ATTENDANT (DIONYSIAC), EROS","ATTENDANT (DIONYSIAC)(TYM), EROS(TYM)","upper frieze: youth seated holding bunch of grapes, woman offering wreath and phiale from right along with youth with tympanon, seated woman and youth with thyrsos to left; fish frieze; lower frieze: eros holding tympanon moving right, two women (one with bird) on left moving left and a woman with wreath and youth with tendril on right moving right","upper frieze: youth seated holding bunch of grapes, woman offering wreath and phiale from right along with youth with tympanon, seated woman and youth with thyrsos to left; fish frieze; lower frieze: eros holding tympanon moving right, two women (one with bird) on left moving left and a woman with wreath and youth with tendril on right moving right",2_(TYM),,,"MOVING(TYM),MOVING(TYM)","5_F,4_M,1_E,1_A",2 FRIEZES,"IMAG0163.jpg, IMAG0164.jpg, IMAG0165.jpg, IMAG0166.jpg, IMAG0167.jpg, IMAG0168.jpg, IMAG0169.jpg",,,MTH,,,,,,,
,Apulian,,Amphora,,340,320,Perrone Painter,,,,Vatican,Museo Gregoriano Etrusco,X 7,,18.227,0170,MYTHOLOGICAL,MYTHOLOGICAL(XYL),upper frieze: Europa and the bull; lower frieze: erotes and women,upper frieze: Europa and the bull; lower frieze: erotes and women,1_(XYL),F(XYL),DOWNL(XYL),SEATED(XYL),"7_F,1_M,3_E,1_A",2 FRIEZES,"COURTSHIP, ATTENDANT",,"upper frieze: seated woman with thyrsos (?) approached by woman with rosette chain from left, seated youth farther to left, and youth with wreath and woman with mirror from right; lower frieze: two seated youth approached by two women, youth with kantharos moving right to right","upper frieze: seated woman with thyrsos (?) approached by woman with rosette chain from left, seated youth farther to left, and youth with wreath and woman with mirror from right; lower frieze: two seated youth approached by two women, youth with kantharos moving right to right",,,,,"5_F,5_M",2 FRIEZES,IMAG0170.jpg,,,MTH,FUN,,,,,,
,Apulian,,Dinos,with Stand,340,320,Perrone Group,,,,Bloomington,Indiana University Art Museum,80.27.2,,18.233a,0182-88,MYTHOLOGICAL,MYTHOLOGICAL(XYL),continuous freeze: Europa and the bull with eros and nereids on sea creatures,continuous freeze: Europa and the bull with eros and nereids on sea creatures,1_(XYL),F(XYL),L(XYL),SEATED(XYL),"5_F,1_E,1_A",SINGLE,,,,,,,,,,,"IMAG0182.jpg, IMAG0183.jpg, IMAG0184.jpg, IMAG0185.jpg, IMAG0186.jpg, IMAG0187.jpg, IMAG0188.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Amphora,,340,320,Connected to the Darius and Perrone Painters,,,,Berlin,Staatliche Museen,F 3241,,18.234,0189-93,MYTHOLOGICAL,MYTHOLOGICAL(TYM),upper frieze: Europa and the bull with nereids; lower frieze: centauRomechy (INCOMPLETE PHOTOS),upper frieze: Europa and the bull with nereids; lower frieze: centauRomechy (INCOMPLETE PHOTOS),1_(TYM),M(TYM),UPR(TYM),SEATED(TYM),"3_F,4_M,2_E,2_C,9_A",2 FRIEZES,,,upper frieze: ?; lower frieze: amazonomachy,upper frieze: ?; lower frieze: amazonomachy,,,,,,2 FRIEZES,"IMAG0189.jpg, IMAG0190.jpg, IMAG0191.jpg, IMAG0192.jpg, IMAG0193.jpg",,,MTH,FUN,,,,,,
,Apulian,,Dish,Knob-handled,340,320,Phrixos Group,,,,Berlin,Staatliche Museen,1984.47,,18.248b,0236-37,MYTHOLOGICAL,MYTHOLOGICAL(XYL),"tondo: Herakles and Athena in qadriga with Nike above, encircled by Nereids on sea creatures","tondo: Herakles and Athena in quadriga with nike above and rabbit below, surrounded by a circle of nereids riding sea creatures",1_(XYL),F(XYL),UPR(XYL),RIDING(XYL),"8_F,1_M,1_N,15_A",RADIAL,NO PHOTO,,,,,,,,,,"IMAG0236.jpg, IMAG0237.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Dish,,340,320,Approaching the Work of the Underworld Painter,,,,Warsaw,Pánstwowe Muzeum Archeologiczne,138501,,18.267,0260-61,"COURTSHIP, MYTHOLOGICAL","COURTSHIP(AU), MYTHOLOGICAL(AU)","tondo: satyr playing aulos in front of seated woman, eros above","tondo: youth with lion skin over shoulders (Herakles?) playing aulos and dancing in front of seated woman with fan, bird and fawn between and eros with sash above",1_(AU),M(AU),L(AU),DANCING(AU),"1_F,1_M,1_E,2_A",SINGLE,"ATTENDANT, COURTSHIP (DIONYSIAC)",,exterior a: seated youth (Dionysos?) with two female attendants; exterior b: seated woman with grapes and male and female attendants,"exterior a: woman holding unguentarium and grapes leans towards seated youth with phiale and thyrsos, woman with sash and thyrsos to right; exterior b: youth with thyrsos leaning towards seated woman with phiale and grapes, woman with wreath and thyrsos behind",,,,,"4_F,2_M",VIGNETTES,"IMAG0260.jpg, IMAG0261.jpg",,,MTH,,,,,,,
,Apulian,,Lekythos,,340,320,Approaching the Work of the Underworld Painter,,,,London,Market,,,18.281a,0280-86,MYTHOLOGICAL,MYTHOLOGICAL(XYL),"neck: floral flanked by nikai, left one holding a xylophone; body: abduction of Persephone with gods around","neck: floral flanked by nikai, left one holding a xylophone; body: abduction of Persephone with gods around",1_(XYL),N(XYL),NECKL(XYL),SEATED(XYL),"8_F,6_M,1_E,2_N,6_A",2 ROWS,,,,,,,,,,,"IMAG0280.jpg, IMAG0281.jpg, IMAG0282.jpg, IMAG0283.jpg, IMAG0284.jpg, IMAG0285.jpg, IMAG0286.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Lekythos,,340,320,Approaching the Work of the Underworld Painter,,,,Richmond,Virginia Museum of Fine Arts,81.55,,18.281b,0287-98,MYTHOLOGICAL,"MYTHOLOGICAL(KI), MYTHOLOGICAL(XYL)","neck: nike growing out of a flower; body: couple embracing in a quadriga (Eos and Kephalos) surrounded by deities (Hermes, Aphrodite, Apollo, Pan, etc.), women, and other figures","neck: nike growing out of a flower; body: couple embracing in a quadriga (Eos and Kephalos) surrounded by deities (Hermes, Aphrodite, Apollo, Pan, etc.), women, and other figures","1_(KI),1_(XYL)","M(KI),F(XYL)","UPR(KI),MIDR(XYL)","SEATED(KI),SEATED(XYL)","4_F,6_M,2_E,1_P,1_N,3_A",2 ROWS,,,,,,,,,,,"IMAG0287.jpg, IMAG0288.jpg, IMAG0289.jpg, IMAG0290.jpg, IMAG0291.jpg, IMAG0292.jpg, IMAG0293.jpg, IMAG0294.jpg, IMAG0295.jpg, IMAG0296.jpg, IMAG0297.jpg, IMAG0298.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Krater,Volute,330,310,Underworld Painter,,,,Munich,Museum Antiker Kleinkunst,3297,,18.282,0342-49,"MYTHOLOGICAL, FUNERARY","MYTHOLOGICAL(KI), FUNERARY(KI)","neck: nikai driving quadrigae; body: Hades and Persephone in palace with Orpheus, Herakles and Kerberos, other mythological figures","neck: nikai driving quadrigai with eros leading; body: Hades and Persephone in a naiskos, Orpheus, Herakles and Kerberos, other mythological figures",1_(KI),M(KI),MIDL(KI),MOVING(KI),"6_F,11_M,1_E,2_N,3_C",RADIAL,"ATTENDANT (DIONYSIAC), FUNERARY",FUNERARY(XYL),"neck: nike, woman, and satyr attending to seated youth (Dionysos?); body: central naiskos with seated and standing males, male and female attendants around","neck: nike, woman attending seated youth, seated pan; body: naiskos with two figures and attendants (xylophone outside)",1_(XYL),N/A(XYL),DOWNC(XYL),N/A(XYL),"4_F,5_M,1_N,1_P",RADIAL,"IMAG0342.jpg, IMAG0343.jpg, IMAG0344.jpg, IMAG0345.jpg, IMAG0346.jpg, IMAG0347.jpg, IMAG0348.jpg, IMAG0349.jpg",,,MTH,FUN,,,,,,
,Apulian,,Krater,Volute,330,310,Underworld Painter,,,,Berlin,Staatliche Museen,1984.44,,18.283b,,MYTHOLOGICAL,MYTHOLOGICAL(BELL)," neck: Peleus capturing Thetis amongst Nereids and sea creatures; “Gigantomachy,” body: in the upper middle, Zeus with thunderbolts and scepter rides a flying quadriga driven by Nike to the R, gods and giants around, including Dionysos in short, animal-skin-belted chiton and boots using a bell-tied narthex as a weapon"," neck: Peleus capturing Thetis amongst Nereids and sea creatures; “Gigantomachy,” body: in the upper middle, Zeus with thunderbolts and scepter rides a flying quadriga driven by Nike to the R, gods and giants around, including Dionysos in short, animal-skin-belted chiton and boots using a bell-tied narthex as a weapon",1_(BELL),M(BELL),MIDL(BELL),FIGHTING(BELL),"5_F,14_M,2_E,11_A",3 ROWS,FUNERARY,,"central naiskos with armed youth and horse standing R, six attendants","central naiskos with armed youth and horse standing R, six attendants",,,,,"3_F,4_M,1_A",RADIAL,,Side A image available on google cultural institute,,MTH,,Who knows?,,,,,
,Apulian,,Krater,Volute,330,310,Underworld Painter,,,,Geneva,Private Collection (Sciclounoff),,,18.283d,0353-61,MYTHOLOGICAL,MYTHOLOGICAL(KI),"neck: head in floral; body: consort of gods (Artemis, Apollo with kithara, Athena, eros and Aphrodite, Poseidon) above and Melanippe myth below","neck: head in floral; body: consort of gods (Artemis, Apollo with kithara, Athena, eros and Aphrodite, Poseidon) above and Melanippe myth below",1_(KI),M(KI),UPL(KI),SEATED(KI),"5_F,6_M,1_E,1_A",2 ROWS,FUNERARY,,"central stele with four attendants (2M, 2F)","central stele with four attendants (2M, 2F)",,,,,"2_F,2_M",RADIAL,"IMAG0353.jpg, IMAG0354.jpg, IMAG0355.jpg, IMAG0356.jpg, IMAG0357.jpg, IMAG0358.jpg, IMAG0359.jpg, IMAG0360.jpg, IMAG0361.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Krater,Volute,330,310,Underworld Painter,,,,Naples,MANN,Stg 709,,18.284,0362-67,"MYTHOLOGICAL, FUNERARY","MYTHOLOGICAL(KI), FUNERARY(KI)","neck: amazonomachy; body: above, Orpheus and Eurydike approaching seated Persephone and standing Hades, below, Herakles and Kerberos","neck: amazonomachy; body: Orpheus and Euridyice approaching Persephone and Hades above, Herakles and Kerberos below",1_(KI),M(KI),UPL(KI),STANDING(KI),"11_F,11_M,1_E,5_A",2 ROWS,"MYTHOLOGICAL, ARMING",,neck: griffins and a horse; body: arming scene,neck: griffins and a horse; body: arming scene,,,,,"8_M,4_A",2 ROWS,"IMAG0362.jpg, IMAG0363.jpg, IMAG0364.jpg, IMAG0365.jpg, IMAG0366.jpg, IMAG0367.jpg",,,MTH,FUN,,,,,,
,Apulian,,Krater,Volute,330,310,Underworld Painter,,,,Tokyo,Fujita,,,18.287a,0368,MYTHOLOGICAL,"MYTHOLOGICAL(PAN), MYTHOLOGICAL(KI)","neck: female head; body: above, assembly of gods (Pan, Artemis, Apollo, Zeus, and Hermes), below, apotheosis of Herakles with the hero in a quadriga driven by Athena, two women to left and Aphrodite and eros to right",neck: head in floral; body: consort of gods with apotheosis of Herakles in quadriga driven by Athena,"1_(PAN),1_(KI)","P(PAN),M(KI)","UPL(PAN),UPC(KI)","STANDING(PAN),SEATED(KI)","5_F,4_M,1_E,1_P",2 ROWS,NO PHOTO,,,,,,,,,,IMAG0368.jpg,,,MTH,FUN,Who knows?,,,,,
,Apulian,,Krater,Volute,330,310,Underworld Painter,,,,Los Angeles,Market (Summa),2028,,18.288a,0369-71,MYTHOLOGICAL,MYTHOLOGICAL(PAN),"neck: head in floral; body: central naiskos with female and older male at kline, Pegasos in upper left, pan in far left, amazons","neck: head in floral; body: central naiskos with female and older male at kline, Pegasos in upper left, pan in far left, amazons",1_(PAN),P(PAN),UPL(PAN),LEANING(PAN),"6_F,3_M,1_P",RADIAL,FUNERARY,,"neck: head in floral; body: central naiskos with one figure and four attendants (2M, 2F)","neck: head in floral; body: central naiskos with one figure and four attendants (2M, 2F)",,,,,"2_F,3_M",RADIAL,"IMAG0369.jpg, IMAG0370.jpg, IMAG0371.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Loutrophoros,,330,310,Underworld Painter,,,,Munich,Museum Antiker Kleinkunst,3300,Canosa,18.297,,"MYTHOLOGICAL, DIONYSIAC, FUNERARY","MYTHOLOGICAL(BELL), DIONYSIAC(BELL)","above, the madness of Lykourgos with Dionysos and Maenad with bells to the L and Lyssa, Hermes, and panther to the R; below, central stele with four attendants","above, the madness of Lykourgos with Dionysos and Maenad with bells to the L and Lyssa, Hermes, and panther to the R; below, central stele with four attendants",2_(BELL),"F(BELL),M(BELL)","UPL(BELL),UPL(BELL)","STANDING(BELL),STANDING(BELL)","5_F,3_M,1_OW,1_A",2 FRIEZES,FUNERARY,,"“three women and a youth with offerings around a naiskos, in which is a standing woman (r.f.), holding up a mirror.”","NO PHOTO: “three women and a youth with offerings around a naiskos, in which is a standing woman (r.f.), holding up a mirror.”",,,,,"4_F,1_M",,,,,MTH,,,,,,,
,Apulian,,Krater,Calyx,330,310,Underworld Painter,,,,London,British Museum,F270,,18.318,0405,"MYTHOLOGICAL, FUNERARY","MYTHOLOGICAL(PAN), FUNERARY(PAN), MYTHOLOGICAL(CHYL), FUNERARY(CHYL)","central herm, male with Kerberos offering chelys lyre to herm, Pan, Hermes, and eros and Aphrodite above","central herm, male with Kerberos offering chelys lyre to herm, Pan, Hermes, and eros and Aphrodite above","1_(PAN),1_(CHYL)","P(PAN),M(CHYL)","UPL(PAN),DOWNC(CHYL)","WALKING(PAN),STANDING(CHYL)","2_F,4_M,1_E,1_P,3_A",2 ROWS,ATTENDANT (DIONYSIAC),,"woman, seated youth, eros, youth","woman, seated youth, eros, youth",,,,,"1_F,2_M,1_E",SINGLE,IMAG0405.jpg,,,MTH,FUN,,,,,,
